username,full_name,twitter_url,tweet_text,tweet_time,number_of_likes,no_of_retweets,no_of_replies,mentions,no_of_mentions,hashtags,no_of_hashtags,call_to_action,image_url
holotropicmind, ,https://twitter.com/HolotropicMind/status/1306945709745217538,"""I have nothing to say, since they have passed restraining order. But I have all rights to #BoycottFauG 
Reason?  ""Well I just DONT LIKE THIS PARTICULAR GAME!""
Hum Jaanta hai, hum toh BAN karenge...! 🚫

#JusticeForSSR 
#RightToReport

https",2020-09-18 06:18:00,21,7,2,,0,BoycottFauG | JusticeForSSR | RightToReport,3,,
pradip103,Pradeep Bhandari(प्रदीप भंडारी),https://twitter.com/pradip103/status/1306917843984764928,"""I will be debating live from 5 pm to 8.30 pm also today on @Republic_Bharat for #JusticeForSSR . We will also expose all those who say Disha Salian was a suicide.  The pattern of cover up is similar in Sushant's murder and Disha's killing.""",2020-09-18 04:27:00,"5,170","1,157",98,Republic_Bharat,1,JusticeForSSR,1,,
goodmemesi,goodmemes.in,https://twitter.com/GoodmemesI/status/1307562697056108545,"""Follow @goodmemes.in 😂😂for more

#justiceforssr https",2020-09-19 23:10:00,,,0,goodmemes,1,justiceforssr,1,,
shalabh83961796,Shalabh Kumar,https://twitter.com/Shalabh83961796/status/1306060502871629824,"""Nothing has changed in this INDUSTRY since 1993 to 2020. We are fools who admire and give RESPECT to them which they dont deserve. 
#DivyaBharti💔 
#JusticeForSSR 
@ishkarnBHANDARI 
@arnabofficial7… https",2020-09-15 19:41:00,21,14,0,ishkarnBHANDARI | arnabofficial7,2,DivyaBharti | JusticeForSSR,2,,https://pbs.twimg.com/media/EiAPGLQVgAEYmPC.jpg | https://pbs.twimg.com/media/EiAPGidU4AA3YFJ.jpg
isbpjustice4ssr,Justice for SSR,https://twitter.com/ISBPJustice4SSR/status/1306804243471323137,"""#JusticeForSSR 
We will win this fight… """,2020-09-17 20:56:00,7,3,0,,0,JusticeForSSR,1,,https://pbs.twimg.com/media/EiKziGKVoAAyrl6.jpg
dhnsatish,SATISH KUMAR MAHATO,https://twitter.com/dhnsatish/status/1307316349115408384,"""Please Don't Forgot This Misson
#JusticeForSSR 
#JusticeForDisha… """,2020-09-19 06:51:00,4,3,0,,0,JusticeForSSR | JusticeForDisha,2,,https://pbs.twimg.com/media/EiSFSmWUYAEel88.jpg
neha17varma,neha,https://twitter.com/Neha17varma/status/1306609876013989891,"""beautiful soul SSR
#JusticeForSSR… """,2020-09-17 08:04:00,20,14,1,,0,JusticeForSSR,1,,https://pbs.twimg.com/media/EiICwbkU4AATr1H.jpg
neha17varma,neha,https://twitter.com/Neha17varma/status/1306609721936244736,"""Our SSR...#JusticeForSSR… """,2020-09-17 08:03:00,13,11,1,,0,JusticeForSSR,1,,https://pbs.twimg.com/media/EiICnc4U0AAQMqQ.jpg
haldarsamiddha,Samiddha Haldar,https://twitter.com/HaldarSamiddha/status/1306880248215207937,"""Justice for SUSHANT
#JusticeForSSR 
#SushantWasMurdered 
#DishaSushantMurderLink… """,2020-09-18 01:58:00,11,8,2,,0,JusticeForSSR | SushantWasMurde | DishaSushantMur,3,,https://pbs.twimg.com/media/EiL4piKX0AAY3DL.jpg
soumyadipta,Soumyadipta,https://twitter.com/Soumyadipta/status/1307177646606790657,"""Since June 14, thousands of #SSRWarriors from across the world came together to demand #JusticeForSSR.
Many mocked, ridiculed and opposed you.
But you were strong. You kept fighting.
When #SSRTrueStory comes out, it will be because of you.
My deepest respects for each one of you.… https",2020-09-18 21:40:00,"3,347",972,132,,0,SSRWarriors | JusticeForSSR | SSRTrueStory,3,,https://pbs.twimg.com/media/EiQHExkUYAAghHC.jpg
pradip103,Pradeep Bhandari(प्रदीप भंडारी),https://twitter.com/pradip103/status/1306607888408821760,"""No one can block #Arnab 's constitutional fundamental right to ask questions. Whims of few politicians are  not above the Constitution of India.  Maharashtra assembly & CM is also subservient to Constitution. This battle will also be won. #JusticeForSSR will happen.""",2020-09-17 07:56:00,"8,909","2,405",191,,0,Arnab | JusticeForSSR,2,,
pradip103,Pradeep Bhandari(प्रदीप भंडारी),https://twitter.com/pradip103/status/1306617129974640640,"""Fight for #JusticeForSSR continues. At Rohan Rai's residence before the debate.… """,2020-09-17 08:32:00,"6,324","1,224",289,,0,JusticeForSSR,1,,https://pbs.twimg.com/media/EiIJWaoUwAAINKJ.jpg
vivekanandg,Adv.Vivekanand Gupta ,https://twitter.com/vivekanandg/status/1306975222566973440,"""The Cooper hospital Drs did dirty work.The preservative stored by cooper hospital were changed too
When CBI went to check #SSR preservatives, they had said its there!! But later it turned out it wasn’t his.They just played around.
#SushantSinghRajputcase""",2020-09-18 08:15:00,462,227,33,,0,SSR | SushantSinghRaj,2,,
bhardwa04372072,Bhardwaj,https://twitter.com/Bhardwa04372072/status/1308021596397789184,"""I wrote this poem for #SSR❤️ @shwetasinghkirt 
@anky1912 
@smitaparikh2 
@iujjawaltrivedi 
@nilotpalm3… """,2020-09-21 05:33:00,,,0,shwetasinghkirt | anky1912 | smitaparikh2 | iujjawaltrivedi | nilotpalm3,5,SSR,1,,https://pbs.twimg.com/media/EicGojOVoAEASQ1.jpg
kumarnysha,Nysha Kumar,https://twitter.com/KumarNysha/status/1307293501382508544,"""INJUSTICE ANYWHERE IS A THREAT TO JUSTICE EVERYWHERE-MARTIN LUTHER KING.
Wish everyone had fought 4 JIAHKHAN 7 years back so that #DishaSalian and #ssr would be here with us.😭😭 @JiahKhanJustice @justiceforjiahk @stand4jiah @justiceforss @KanganaTeam @ExSecular @shwetasinghkirt… https",2020-09-19 05:20:00,327,196,10,JiahKhanJustice | justiceforjiahk | stand4jiah | justiceforss | KanganaTeam | ExSecular | shwetasinghkirt,7,DishaSalian | ssr,2,,https://pbs.twimg.com/media/EiRwgn6WAAA6rQI.jpg
theis_ist,Sin,https://twitter.com/Theis_ist/status/1308024035599474691,"""'Shal' in the chat is Shaleena Nathani - Deepika's Hair Stylist ???

#Message4SSR 
#SSR #Shushant
@cutediya01 @shona_sassy… https",2020-09-21 05:43:00,121,105,19,cutediya01 | shona_sassy,2,Message4SSR | SSR | Shushant,3,,https://pbs.twimg.com/media/EicI0eFU0AMILh6.jpg | https://pbs.twimg.com/media/EicI3cCUwAE_izL.jpg | https://pbs.twimg.com/media/EicI5A9UYAAya9e.jpg | https://pbs.twimg.com/media/EicI7TYUMAAGLbF.jpg
abhishe31271523,Abhishek,https://twitter.com/Abhishe31271523/status/1307187187394387970,"""#ssr
#DishaSalian 
This news shocked me… """,2020-09-18 22:18:00,2,2,1,,0,ssr | DishaSalian,2,,https://pbs.twimg.com/media/EiQP0TZWsAEZB2y.jpg
rhythm37429127,Kavita Jain 3,https://twitter.com/Rhythm37429127/status/1304977399889584129,"""Happy  that I am a part of fulfilling one of #SSR dreams.. #Plants4SSR 
Two plants ❤ ❤
@nilotpalm3 @shwetasinghkirt… """,2020-09-12 19:57:00,409,304,13,nilotpalm3 | shwetasinghkirt,2,SSR | Plants4SSR,2,,https://pbs.twimg.com/media/Ehw2Al5UYAA_rCu.jpg | https://pbs.twimg.com/media/Ehw2BKEU4AEubvx.jpg
proudindia22,ishi,https://twitter.com/proudindia22/status/1308152551133581313,"""If you remember when the #SSR's death news broke, it #चरसी_दीपिका_पादुकोण who continuously posted a series of depression tweets to give it a look like suicide.

I hope all SSR fans hang her upcoming movie like a suicide. 

 #SushantHomicide… https",2020-09-21 14:14:00,4,1,0,,0,SSR | चरस | SushantHomicide,3,,https://pbs.twimg.com/media/Eid9z5AXcAI-2_n.jpg
arunkum55074375,Arun Kumar pandey,https://twitter.com/ArunKum55074375/status/1307651839265918978,"""Check out #ssr! Available for the next 1 day via @Teespring",2020-09-20 05:04:00,1,,0,Teespring,1,ssr,1,,
sweetme63409050,Sweetme,https://twitter.com/Sweetme63409050/status/1308108550145675269,"""https",2020-09-21 11:19:00,,,0,,0,,0,,
am7990907,amitava mondal,https://twitter.com/am7990907/status/1307346411093020672,"""#SSR immediately now
https",2020-09-19 08:50:00,,,0,,0,SSR,1,,
simplespeaks,Simple - Boycott Chinese Products!! ,https://twitter.com/simplespeaks/status/1306875469510381568,"""🙏 Tribute to #SSR by special Artist 
#ExposeDishaSalianCase… """,2020-09-18 01:39:00,653,313,15,,0,SSR | ExposeDishaSali,2,,https://pbs.twimg.com/media/EiL0SO9WkAEMz_I.jpg | https://pbs.twimg.com/media/EiL0TIhXsAA0zIi.jpg
ankursrajput,Ankur S Rajput,https://twitter.com/ankursrajput/status/1307616793410772993,"""#SSR is an Icon who showed d World, Dreams can b True if V really want it

0.1% people work 4 Mankind wen they mke Fortune the rest only Splurge & Live Lavish. #SSR is that 0.1% 

This Icon a Flame 🔥 now will keep Inspiring & Guiding the World for Generations to come 🙌🏻🙌🏻🙌🏻… https",2020-09-20 02:45:00,525,215,30,,0,SSR | SSR,2,,https://pbs.twimg.com/media/EiWWiMeXYAAElCP.jpg
dhruv49696855,dhruv,https://twitter.com/dhruv49696855/status/1307553484342845440,"""SHARE YOUR FEELINGS .... for SSR 
DONT FORGET TO USE > #Message4SSR 
DONT FORGET TO TAG @nilotpalm3 @shwetasinghkirt 
DAY > 21 SEP 2020 
TIMING > 4PM - 10PM 
.
.
.
SHOW YOUR LOVE FOR SSR 
#Message4SSR 
WE MISS YOU #SSR ❤
💔
🌺
✨
💫
🌏
🔱… https",2020-09-19 22:33:00,48,105,3,nilotpalm3 | shwetasinghkirt,2,Message4SSR | Message4SSR | SSR,3,,https://pbs.twimg.com/media/EiVcJSoVkAEqw-R.jpg | https://pbs.twimg.com/media/EiVcLa2U4AAb_jr.jpg
ankursrajput,Ankur S Rajput,https://twitter.com/ankursrajput/status/1307413377199734784,"""#AnuragKashyap SSRians Pity You. 
U have shown the world wat kind of sick mentality person U are with all the lies spoken against GENIUS #SSR

World knows U lied

Now SSRians will show the World what kind of THARKI YOU are

@Remember2ndOct 

#AnuragKashyap 
#ArrestAnuragKashyap… https",2020-09-19 13:16:00,854,558,59,Remember2ndOct,1,AnuragKashyap | SSR | AnuragKashyap | ArrestAnuragKas,4,,
sushantf3,United for #SushantSinghRajput,https://twitter.com/sushantf3/status/1306598972736204800,"""Before drug-dealers-&-killer gang struck, #SSR was all career and contribution! #WhatATragedy… """,2020-09-17 07:20:00,"3,027",925,111,,0,SSR | WhatATragedy,2,,https://pbs.twimg.com/media/EiH41hsUMAIaNSP.jpg | https://pbs.twimg.com/media/EiH41htVoAEtwN0.jpg | https://pbs.twimg.com/media/EiH41huVkAYcV6T.jpg | https://pbs.twimg.com/media/EiH41hrUYAA2O4w.jpg
vivekanandg,Adv.Vivekanand Gupta ,https://twitter.com/vivekanandg/status/1307366787323842561,"""Dis Picture
Will reveal most probably next week. How #SSR was killed, place of murder and how his body reached his bedroom. 
#SushantWasMurdered… https",2020-09-19 10:11:00,436,175,34,,0,SSR | SushantWasMurde,2,,https://pbs.twimg.com/media/EiSzKVQXkAEN6p0.jpg
sushantf3,United for #SushantSinghRajput,https://twitter.com/sushantf3/status/1307535708882522113,"""Great artwork by a great fan of #SSR! So lively! So vibrant! Thanks!… """,2020-09-19 21:23:00,"3,608",820,67,,0,SSR,1,,https://pbs.twimg.com/media/EiVMylrUwAUIhLR.jpg
theis_ist,Sin,https://twitter.com/Theis_ist/status/1307141843239354368,"""Making us Fools all the Time ???

• Sonu Sood clearing Image by helping lots now .

• Sanjay Dutt cleared Image by making Sanju.

• Salman Khan cleared Image by Charity Show Off.

• Akshay Kumar caught in Money laundering and cleared Image by Deshbhakti.

#Shushant #SSR… https",2020-09-18 19:17:00,"1,287",531,116,,0,Shushant | SSR,2,,https://pbs.twimg.com/media/EiPmkV4VoAAxONP.jpg
sushantf3,United for #SushantSinghRajput,https://twitter.com/sushantf3/status/1307975924269293568,"""⁦@itsSSR⁩ wishes Hon PM Shri ⁦@narendramodi⁩ Ji a happy birthday only a year or so ago. How can he be gone? Miss you #SSR… https",2020-09-21 02:32:00,"4,050","1,182",146,itsSSR | narendramodi,2,SSR,1,,
purnimarao17,Purnima Rao,https://twitter.com/PurnimaRao17/status/1306432576190513152,"""Shubho mahalaya.🙏
Welcome Durga ma .
Let's pray Durga ma justice for our god child.
#JusticeForSushant… """,2020-09-16 20:19:00,76,26,0,,0,JusticeForSusha,1,,
kingrob92843560,Kingroberts,https://twitter.com/Kingrob92843560/status/1306243410249080836,"""#NationWantsDishaSSRTruth
Mumbai police became Matta police and doctors became thugs why? Big people are involved and used money muscle political power
Ssr warriors 130 crore peoples vs 5 people?Let's see who will win. #Justiceforsushant is not hastag it's peoples anger vs mafia… https",2020-09-16 07:47:00,1,4,0,,0,NationWantsDish | Justiceforsusha,2,,https://pbs.twimg.com/media/EiC1dPpX0AE-5wt.jpg
nehasin72478180,Neha Singh Rajput,https://twitter.com/NehaSin72478180/status/1307685926039027712,"""Sushi..i miss you soo much..kya aap hame dekh pa rhe hain..apne warrrior fans aur aapki family friend @nilotpalm3 sur,aapki sabse acchi dost @smitaparikh2 mam kaise aapke nyaya ki ladai lad rhe hain we love you sushant you are our real hero..#JusticeForSushant 
#Message4SSR sushi… https",2020-09-20 07:19:00,716,355,25,nilotpalm3 | smitaparikh2,2,JusticeForSusha | Message4SSR,2,,
lalitmohanagni,Lalit Agnihotri ©®™,https://twitter.com/LalitMohanAgni/status/1306519904623849473,"""#Nepotism in terrorism 😎… """,2020-09-17 02:06:00,1,1,0,,0,Nepotism,1,,https://pbs.twimg.com/media/EiGw7WfVgAACVKC.jpg
,,https://twitter.com/Niki4SSR/status/1307530548659671041,"""Drugs do Drugs do Drugs do??

#JusticeForSushant… """,2020-09-19 21:02:00,28,4,0,,0,JusticeForSusha,1,,
cartoonlka,Political Cartoons of Sri Lanka,https://twitter.com/cartoonlka/status/1307051289298251777,"""Cartoon by @wasanthasiri 

#lka #SriLanka #Nepotism… """,2020-09-18 13:18:00,28,16,1,wasanthasiri,1,lka | SriLanka | Nepotism,3,,https://pbs.twimg.com/media/EiOUNyuXYAAw4pL.jpg
unequemadness,nikita sharma,https://twitter.com/unequemadness/status/1307307754655186944,"""#nepotism #respectwomen 😂😂 what a hypocrite who has her sister as her manager 🤣🤣 https",2020-09-19 06:17:00,,,0,,0,nepotism | respectwomen,2,,
hasan_natiq,Natiq Naqvi,https://twitter.com/hasan_natiq/status/1307977282917552129,"""Man who has been elected purely on democratic basis, because of his ""cricket playing skills"", talent & merit only !! 
Anyone calling this ""#nepotism "", shah dynasty is ""#anti_national "" ! Can go to PoK in India alias Mumbai 🥴🥴🥴

 #BJPKilledDemocracy… https",2020-09-21 02:37:00,5,5,0,,0,nepotism | anti_national | BJPKilledDemocr,3,,https://pbs.twimg.com/media/EibeZyXUwAI1TBi.jpg
iamashokodii,Ashok Odii °:,https://twitter.com/IamAshokOdii/status/1307715254370017282,〽️💥〽️,2020-09-20 09:16:00,9,2,1,,0,,0,,https://pbs.twimg.com/media/EiXwF6SU4AAxBiA.jpg
,,https://twitter.com/percetion/status/1307837550330023936,"""STOP Migrant Children ABUSE at the border !!! Justice for E. jean Carroll and Amy Dorris ! #Nepotism is FRAUD !… """,2020-09-20 17:22:00,13,1,0,,0,Nepotism,1,,
fcompanionsouth,Film Companion South,https://twitter.com/fcompanionsouth/status/1308005618213675009,"""Ever wondered how #Nani came to be known as the ‘Natural Star’? One of the few ‘outsiders’ to make it big in the Telugu film industry, what does the actor have to say about the ongoing #Nepotism debate? 
https",2020-09-21 04:30:00,7,,0,,0,Nani | Nepotism,2,,
,,https://twitter.com/shahDushyant2/status/1307675804105539586,"""#Nepotism@Ranvir https",2020-09-20 06:39:00,,,0,,0,Nepotism,1,,
chryslerreal,RealJesusChrysler aka Captain Clorox,https://twitter.com/ChryslerReal/status/1307627175366086657,"""#nepotism 

Barron Trump Confirmed As Next Supreme Court Justice… """,2020-09-20 03:26:00,3,1,1,,0,nepotism,1,,https://pbs.twimg.com/media/EiWf93KXgAAsrVg.jpg
ethicalrenewal,EthicalRenewal,https://twitter.com/EthicalRenewal/status/1307246783228268544,"""Disgraced Harding rules the roost?

https",2020-09-19 02:14:00,7,12,1,,0,,0,,
speakuputtam,Uttam Tamang ,https://twitter.com/speakuputtam/status/1307892860461539331,"""No word to say. 
#Nepal #Nepotism #kulmanghising… """,2020-09-20 21:02:00,5,2,0,,0,Nepal | Nepotism | kulmanghising,3,,https://pbs.twimg.com/media/EiaRn7vUYAIGq7g.jpg
izharulhassan,Khawaja Izhar Hassan,https://twitter.com/IzharulHassan/status/1307744355885756418,"""Ward Meeting today people of #NewKarachi sector 5F regarding #KarachiRally against #Nepotism #Loot & #Plunder in #UrbanSindh… https",2020-09-20 11:12:00,82,31,17,,0,NewKarachi | KarachiRally | Nepotism | Loot | Plunder | UrbanSindh,6,,https://pbs.twimg.com/media/EiYKUBwXgAASG0y.jpg | https://pbs.twimg.com/media/EiYKUB7WkAIC6MV.jpg
silvestercliff,Silvester Clifford,https://twitter.com/silvestercliff/status/1307965714238566400,"""The guy who is not even fit to carry water for the players is the GS of BCCI. What value does he add to to the already established board? No one calls this NEPOTISM. 

#Nepotism… https",2020-09-21 01:51:00,80,57,1,,0,Nepotism,1,,
nonext_question,No Next Question,https://twitter.com/NoNext_Question/status/1307887917579333633,"""# SICK OF ALL THESE SHITS. The OLI REGIME (2018 -     ) 

#olitantra #nepotism #favouritism #nonextquestion… """,2020-09-20 20:42:00,23,7,1,,0,olitantra | nepotism | favouritism | nonextquestion,4,,https://pbs.twimg.com/media/EiaNILaXgAA1KnS.jpg
piyushmane27,Piyush Mane,https://twitter.com/piyushmane27/status/1307539212275654657,"""Caste system is the oldest form of nepotism.
#nepotism""",2020-09-19 21:36:00,9,,1,,0,nepotism,1,,
arnab_rbharat,Arnab Goswami,https://twitter.com/Arnab_RBharat/status/1307348240237436928,"""Come on well, Yogi has pledged to make India's best ""Film City"", it will also end #nepotism, and will also give opportunity to new talent.""",2020-09-19 08:58:00,598,146,16,,0,nepotism,1,,
thevoice1819hhj,Theunheard_VOICE,https://twitter.com/TheVoicE1819hhj/status/1307895594791268353,"""#KareenaKapoorKhan
Brand ambassador of #nepotism 
#Message4SSR 
#SSRDishaHomicide 
#BoycottBollywood 
Boot lickers of the favorites 
Wake up INDIA 
Even #Bullywood  wants to end roping untalents.… https",2020-09-20 21:13:00,319,194,40,,0,KareenaKapoorKh | nepotism | Message4SSR | SSRDishaHomicid | BoycottBollywoo | Bullywood,6,,
aavishhkar,Aavishkar,https://twitter.com/aavishhkar/status/1306243093633658884,"""I personally don't find anything wrong in #Nepotism. It does exist in every industry. What I DON'T like and strongly CONDEMN is the SUPPRESSION of talent - snatching other stars' projects, asking producers to not work with respective persons etc. That's really an UNFAIR practice.""",2020-09-16 07:46:00,218,32,6,,0,Nepotism,1,,
teesha_nigam,Teesha Nigam,https://twitter.com/Teesha_Nigam/status/1308113649995636736,"""When @KanganaTeam introduced the word #Nepotism she did not come from a space of resentment towards star kids working in the industry. All she asked was for equal opportunities for the outsiders to Shine n not be outcasted or bullied. Subtext is bigger than Context.""",2020-09-21 11:39:00,44,13,2,KanganaTeam,1,Nepotism,1,,
